race_id,race_name,grade,距離,コース,馬場状態,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,通過順,上がり3F,単勝オッズ,人気,馬体重,調教師,年,場コード,回次,日次,レース番号,単勝払戻,複勝払戻,馬連払戻,馬単払戻,ワイド払戻,三連複払戻,三連単払戻
202644031010,虎ノ門特別競走(C1),,2000,ダート,稍,2,6,6,ショットオブザデイ,牡7,56.0,石川倭,2:10.7,2,,39.4,26.5,6,,,2026,44,03,10,10,10:130,10:120|6:300|8:200,6-10:1310,10-6:1600,6-10:480|8-10:290|6-8:1250,6-8-10:1880,10 → 6 → 8:5640
202644031010,虎ノ門特別競走(C1),,2000,ダート,稍,3,7,8,エコロタイタン,牡7,56.0,吉井章,2:11.0,1.1/2,,40.3,15.6,5,,,2026,44,03,10,10,10:130,10:120|6:300|8:200,6-10:1310,10-6:1600,6-10:480|8-10:290|6-8:1250,6-8-10:1880,10 → 6 → 8:5640
202644031010,虎ノ門特別競走(C1),,2000,ダート,稍,4,2,2,キャロルビアンカ,牝6,51.0,▲杉山海波,2:11.5,2.1/2,,40.5,13.8,4,,,2026,44,03,10,10,10:130,10:120|6:300|8:200,6-10:1310,10-6:1600,6-10:480|8-10:290|6-8:1250,6-8-10:1880,10 → 6 → 8:5640
202644031010,虎ノ門特別競走(C1),,2000,ダート,稍,5,7,7,サガノオウマサン,セ5,56.0,吉原寛人,2:11.5,ハナ,,39.8,43.0,9,,,2026,44,03,10,10,10:130,10:120|6:300|8:200,6-10:1310,10-6:1600,6-10:480|8-10:290|6-8:1250,6-8-10:1880,10 → 6 → 8:5640
202644031010,虎ノ門特別競走(C1),,2000,ダート,稍,6,1,1,カラーオブジアース,牡5,56.0,藤田凌,2:12.5,5,,42.0,8.4,3,,,2026,44,03,10,10,10:130,10:120|6:300|8:200,6-10:1310,10-6:1600,6-10:480|8-10:290|6-8:1250,6-8-10:1880,10 → 6 → 8:5640
202644031010,虎ノ門特別競走(C1),,2000,ダート,稍,7,8,9,センジュ,牡7,56.0,藤本現暉,2:12.5,クビ,,41.8,6.8,2,,,2026,44,03,10,10,10:130,10:120|6:300|8:200,6-10:1310,10-6:1600,6-10:480|8-10:290|6-8:1250,6-8-10:1880,10 → 6 → 8:5640
202644031010,虎ノ門特別競走(C1),,2000,ダート,稍,8,3,3,アレグランサ,牡4,56.0,達城龍次,2:14.2,8,,43.8,29.7,7,,,2026,44,03,10,10,10:130,10:120|6:300|8:200,6-10:1310,10-6:1600,6-10:480|8-10:290|6-8:1250,6-8-10:1880,10 → 6 → 8:5640
202644031010,虎ノ門特別競走(C1),,2000,ダート,稍,9,4,4,デルバイス,牡7,56.0,遠藤健太,2:14.6,2,,43.4,173.9,10,,,2026,44,03,10,10,10:130,10:120|6:300|8:200,6-10:1310,10-6:1600,6-10:480|8-10:290|6-8:1250,6-8-10:1880,10 → 6 → 8:5640
202644031010,虎ノ門特別競走(C1),,2000,ダート,稍,10,5,5,サウンドロックス,牡5,56.0,江里口裕,2:14.8,1,,44.1,33.7,8,,,2026,44,03,10,10,10:130,10:120|6:300|8:200,6-10:1310,10-6:1600,6-10:480|8-10:290|6-8:1250,6-8-10:1880,10 → 6 → 8:5640
202644031011,フジノウェーブ記念競走重賞,,1400,ダート,稍,1,4,8,ナンセイホワイト,牡6,56.0,安藤洋一,1:25.0,,,37.1,14.1,5,,,2026,44,03,10,11,8:1410,8:550|9:580|13:2610,8-9:8680,8-9:17780,8-9:2830|8-13:17150|9-13:24560,8-9-13:319410,8 → 9 → 13:1355280
202644031011,フジノウェーブ記念競走重賞,,1400,ダート,稍,2,5,9,ジョージテソーロ,牡5,56.0,落合玄太,1:25.4,2,,38.4,24.2,7,,,2026,44,03,10,11,8:1410,8:550|9:580|13:2610,8-9:8680,8-9:17780,8-9:2830|8-13:17150|9-13:24560,8-9-13:319410,8 → 9 → 13:1355280
202644031011,フジノウェーブ記念競走重賞,,1400,ダート,稍,3,7,13,ドリームビリーバー,牡7,56.0,藤田凌,1:25.4,クビ,,37.2,214.3,14,,,2026,44,03,10,11,8:1410,8:550|9:580|13:2610,8-9:8680,8-9:17780,8-9:2830|8-13:17150|9-13:24560,8-9-13:319410,8 → 9 → 13:1355280
202644031011,フジノウェーブ記念競走重賞,,1400,ダート,稍,4,3,5,ライラボンド,牡7,56.0,飛田愛斗,1:25.6,3/4,,37.9,160.1,13,,,2026,44,03,10,11,8:1410,8:550|9:580|13:2610,8-9:8680,8-9:17780,8-9:2830|8-13:17150|9-13:24560,8-9-13:319410,8 → 9 → 13:1355280
202644031011,フジノウェーブ記念競走重賞,,1400,ダート,稍,5,2,3,ギャルダル,セ8,56.0,和田譲治,1:26.0,2,,38.0,69.4,11,,,2026,44,03,10,11,8:1410,8:550|9:580|13:2610,8-9:8680,8-9:17780,8-9:2830|8-13:17150|9-13:24560,8-9-13:319410,8 → 9 → 13:1355280
202644031011,フジノウェーブ記念競走重賞,,1400,ダート,稍,6,5,10,イグザルト,牡7,56.0,澤田龍哉,1:26.1,1/2,,38.5,15.0,6,,,2026,44,03,10,11,8:1410,8:550|9:580|13:2610,8-9:8680,8-9:17780,8-9:2830|8-13:17150|9-13:24560,8-9-13:319410,8 → 9 → 13:1355280
202644031011,フジノウェーブ記念競走重賞,,1400,ダート,稍,7,1,1,チカッパ,牡5,58.0,矢野貴之,1:26.3,1,,38.9,2.1,1,,,2026,44,03,10,11,8:1410,8:550|9:580|13:2610,8-9:8680,8-9:17780,8-9:2830|8-13:17150|9-13:24560,8-9-13:319410,8 → 9 → 13:1355280
202644031011,フジノウェーブ記念競走重賞,,1400,ダート,稍,8,8,15,コンティノアール,牡6,56.0,吉井章,1:26.9,3,,38.4,47.8,9,,,2026,44,03,10,11,8:1410,8:550|9:580|13:2610,8-9:8680,8-9:17780,8-9:2830|8-13:17150|9-13:24560,8-9-13:319410,8 → 9 → 13:1355280
202644031011,フジノウェーブ記念競走重賞,,1400,ダート,稍,9,6,12,サトノテンペスト,牡8,56.0,笹川翼,1:26.9,クビ,,39.2,5.3,2,,,2026,44,03,10,11,8:1410,8:550|9:580|13:2610,8-9:8680,8-9:17780,8-9:2830|8-13:17150|9-13:24560,8-9-13:319410,8 → 9 → 13:1355280
202644031011,フジノウェーブ記念競走重賞,,1400,ダート,稍,10,1,2,ミルトクレイモー,牡6,56.0,石川倭,1:27.4,2.1/2,,38.9,55.3,10,,,2026,44,03,10,11,8:1410,8:550|9:580|13:2610,8-9:8680,8-9:17780,8-9:2830|8-13:17150|9-13:24560,8-9-13:319410,8 → 9 → 13:1355280
202644031011,フジノウェーブ記念競走重賞,,1400,ダート,稍,11,2,4,フジユージーン,牡5,56.0,杉山海波,1:27.4,アタマ,,39.5,35.5,8,,,2026,44,03,10,11,8:1410,8:550|9:580|13:2610,8-9:8680,8-9:17780,8-9:2830|8-13:17150|9-13:24560,8-9-13:319410,8 → 9 → 13:1355280
202644031011,フジノウェーブ記念競走重賞,,1400,ダート,稍,12,7,14,コパノパサディナ,牡6,56.0,御神本訓,1:27.4,ハナ,,40.1,5.5,3,,,2026,44,03,10,11,8:1410,8:550|9:580|13:2610,8-9:8680,8-9:17780,8-9:2830|8-13:17150|9-13:24560,8-9-13:319410,8 → 9 → 13:1355280
202644031011,フジノウェーブ記念競走重賞,,1400,ダート,稍,13,3,6,マースインディ,牡11,56.0,藤本現暉,1:27.5,クビ,,38.2,738.2,16,,,2026,44,03,10,11,8:1410,8:550|9:580|13:2610,8-9:8680,8-9:17780,8-9:2830|8-13:17150|9-13:24560,8-9-13:319410,8 → 9 → 13:1355280
202644031011,フジノウェーブ記念競走重賞,,1400,ダート,稍,14,4,7,ティアラフォーカス,牡7,56.0,達城龍次,1:27.6,クビ,,40.9,237.3,15,,,2026,44,03,10,11,8:1410,8:550|9:580|13:2610,8-9:8680,8-9:17780,8-9:2830|8-13:17150|9-13:24560,8-9-13:319410,8 → 9 → 13:1355280
202644031011,フジノウェーブ記念競走重賞,,1400,ダート,稍,15,8,16,ベルダーイメル,牡9,56.0,吉原寛人,1:27.7,3/4,,39.2,82.0,12,,,2026,44,03,10,11,8:1410,8:550|9:580|13:2610,8-9:8680,8-9:17780,8-9:2830|8-13:17150|9-13:24560,8-9-13:319410,8 → 9 → 13:1355280
202644031011,フジノウェーブ記念競走重賞,,1400,ダート,稍,16,6,11,ナスティウェザー,牡5,56.0,西啓太,1:27.9,3/4,,40.7,7.8,4,,,2026,44,03,10,11,8:1410,8:550|9:580|13:2610,8-9:8680,8-9:17780,8-9:2830|8-13:17150|9-13:24560,8-9-13:319410,8 → 9 → 13:1355280
202643031108,馬い!佐賀小松レモン記念(C1三),,1200,ダート,良,1,8,11,トワイライトウェイ,牡5,56.0,篠谷葵,1:16.3,,,38.6,5.7,4,,,2026,43,03,11,8,11:570,11:280|4:290|3:890,4-11:2720,11-4:4840,4-11:960|3-11:3310|3-4:2840,3-4-11:22890,11 → 4 → 3:98590
202643031108,馬い!佐賀小松レモン記念(C1三),,1200,ダート,良,2,4,4,エリュテイア,牝4,54.0,山口達弥,1:16.6,1.1/2,,38.3,8.3,5,,,2026,43,03,11,8,11:570,11:280|4:290|3:890,4-11:2720,11-4:4840,4-11:960|3-11:3310|3-4:2840,3-4-11:22890,11 → 4 → 3:98590
202643031108,馬い!佐賀小松レモン記念(C1三),,1200,ダート,良,3,3,3,フェイスザワン,牡5,54.0,△所蛍,1:16.7,1/2,,38.8,32.4,9,,,2026,43,03,11,8,11:570,11:280|4:290|3:890,4-11:2720,11-4:4840,4-11:960|3-11:3310|3-4:2840,3-4-11:22890,11 → 4 → 3:98590
202643031108,馬い!佐賀小松レモン記念(C1三),,1200,ダート,良,4,5,5,マナラナキラ,牡4,56.0,石川倭,1:16.8,3/4,,38.9,5.3,3,,,2026,43,03,11,8,11:570,11:280|4:290|3:890,4-11:2720,11-4:4840,4-11:960|3-11:3310|3-4:2840,3-4-11:22890,11 → 4 → 3:98590
202643031108,馬い!佐賀小松レモン記念(C1三),,1200,ダート,良,5,5,6,サニーサフラン,牡6,56.0,張田昂,1:16.9,クビ,,39.7,8.5,6,,,2026,43,03,11,8,11:570,11:280|4:290|3:890,4-11:2720,11-4:4840,4-11:960|3-11:3310|3-4:2840,3-4-11:22890,11 → 4 → 3:98590
202643031108,馬い!佐賀小松レモン記念(C1三),,1200,ダート,良,6,7,9,タッセル,牡4,56.0,御神本訓,1:17.0,1/2,,39.8,3.8,1,,,2026,43,03,11,8,11:570,11:280|4:290|3:890,4-11:2720,11-4:4840,4-11:960|3-11:3310|3-4:2840,3-4-11:22890,11 → 4 → 3:98590
202643031108,馬い!佐賀小松レモン記念(C1三),,1200,ダート,良,7,6,7,ノベンバーステップ,牡6,56.0,濱田達也,1:17.1,クビ,,39.0,10.9,7,,,2026,43,03,11,8,11:570,11:280|4:290|3:890,4-11:2720,11-4:4840,4-11:960|3-11:3310|3-4:2840,3-4-11:22890,11 → 4 → 3:98590
202643031108,馬い!佐賀小松レモン記念(C1三),,1200,ダート,良,8,8,12,ザゴリ,牝4,51.0,▲神尾香澄,1:17.5,2,,39.9,28.4,8,,,2026,43,03,11,8,11:570,11:280|4:290|3:890,4-11:2720,11-4:4840,4-11:960|3-11:3310|3-4:2840,3-4-11:22890,11 → 4 → 3:98590
202643031108,馬い!佐賀小松レモン記念(C1三),,1200,ダート,良,9,2,2,ミスフォルテ,牝4,54.0,笹川翼,1:17.8,1.1/2,,39.7,4.9,2,,,2026,43,03,11,8,11:570,11:280|4:290|3:890,4-11:2720,11-4:4840,4-11:960|3-11:3310|3-4:2840,3-4-11:22890,11 → 4 → 3:98590
202643031108,馬い!佐賀小松レモン記念(C1三),,1200,ダート,良,10,1,1,ナユタ,牝4,54.0,小杉亮,1:17.8,クビ,,40.7,47.0,10,,,2026,43,03,11,8,11:570,11:280|4:290|3:890,4-11:2720,11-4:4840,4-11:960|3-11:3310|3-4:2840,3-4-11:22890,11 → 4 → 3:98590
202643031108,馬い!佐賀小松レモン記念(C1三),,1200,ダート,良,11,7,10,メイショウポルポ,牡9,56.0,古岡勇樹,1:18.2,2,,40.1,99.2,11,,,2026,43,03,11,8,11:570,11:280|4:290|3:890,4-11:2720,11-4:4840,4-11:960|3-11:3310|3-4:2840,3-4-11:22890,11 → 4 → 3:98590
202643031108,馬い!佐賀小松レモン記念(C1三),,1200,ダート,良,12,6,8,ロシュニ,牝4,54.0,仲野光馬,1:18.9,3,,41.0,269.3,12,,,2026,43,03,11,8,11:570,11:280|4:290|3:890,4-11:2720,11-4:4840,4-11:960|3-11:3310|3-4:2840,3-4-11:22890,11 → 4 → 3:98590
202643031109,春疾風賞(C1三),,1600,ダート,良,1,7,9,ジーティーファラオ,牡4,56.0,笹川翼,1:45.1,,,39.6,1.1,1,,,2026,43,03,11,9,9:110,9:100|6:190|10:750,6-9:580,9-6:480,6-9:270|9-10:1100|6-10:5700,6-9-10:7080,9 → 6 → 10:14960
202643031109,春疾風賞(C1三),,1600,ダート,良,2,6,6,エンリプリンス,牡4,56.0,山口達弥,1:45.6,2.1/2,,39.8,23.0,4,,,2026,43,03,11,9,9:110,9:100|6:190|10:750,6-9:580,9-6:480,6-9:270|9-10:1100|6-10:5700,6-9-10:7080,9 → 6 → 10:14960
202643031109,春疾風賞(C1三),,1600,ダート,良,3,8,10,レンダリング,牡6,56.0,野澤憲彦,1:45.6,ハナ,,40.0,88.7,9,,,2026,43,03,11,9,9:110,9:100|6:190|10:750,6-9:580,9-6:480,6-9:270|9-10:1100|6-10:5700,6-9-10:7080,9 → 6 → 10:14960
202643031109,春疾風賞(C1三),,1600,ダート,良,4,7,8,マクマード,牡4,56.0,吉村智洋,1:46.2,3,,40.4,6.6,2,,,2026,43,03,11,9,9:110,9:100|6:190|10:750,6-9:580,9-6:480,6-9:270|9-10:1100|6-10:5700,6-9-10:7080,9 → 6 → 10:14960
202643031109,春疾風賞(C1三),,1600,ダート,良,5,6,7,グレイトフルペイン,牝5,54.0,澤田龍哉,1:47.0,4,,41.2,12.2,3,,,2026,43,03,11,9,9:110,9:100|6:190|10:750,6-9:580,9-6:480,6-9:270|9-10:1100|6-10:5700,6-9-10:7080,9 → 6 → 10:14960
202643031109,春疾風賞(C1三),,1600,ダート,良,6,4,4,クリスタルアロー,牡4,56.0,町田直希,1:47.1,1/2,,40.3,44.8,6,,,2026,43,03,11,9,9:110,9:100|6:190|10:750,6-9:580,9-6:480,6-9:270|9-10:1100|6-10:5700,6-9-10:7080,9 → 6 → 10:14960
202643031109,春疾風賞(C1三),,1600,ダート,良,7,5,5,ハクサントップ,牡8,56.0,秋元耕成,1:48.1,5,,41.9,73.9,8,,,2026,43,03,11,9,9:110,9:100|6:190|10:750,6-9:580,9-6:480,6-9:270|9-10:1100|6-10:5700,6-9-10:7080,9 → 6 → 10:14960
202643031109,春疾風賞(C1三),,1600,ダート,良,8,3,3,ブリヤンオーブ,牡4,56.0,山中悠希,1:48.2,1/2,,42.8,53.2,7,,,2026,43,03,11,9,9:110,9:100|6:190|10:750,6-9:580,9-6:480,6-9:270|9-10:1100|6-10:5700,6-9-10:7080,9 → 6 → 10:14960
202643031109,春疾風賞(C1三),,1600,ダート,良,9,1,1,ユイノオールイン,牡4,56.0,古岡勇樹,1:48.2,ハナ,,41.3,138.5,10,,,2026,43,03,11,9,9:110,9:100|6:190|10:750,6-9:580,9-6:480,6-9:270|9-10:1100|6-10:5700,6-9-10:7080,9 → 6 → 10:14960
202643031109,春疾風賞(C1三),,1600,ダート,良,10,2,2,スマイルモンブラン,牡4,56.0,本橋孝太,1:49.1,4,,42.7,39.9,5,,,2026,43,03,11,9,9:110,9:100|6:190|10:750,6-9:580,9-6:480,6-9:270|9-10:1100|6-10:5700,6-9-10:7080,9 → 6 → 10:14960
202643031109,春疾風賞(C1三),,1600,ダート,良,11,8,11,ミズイロアウダクス,牝4,54.0,木間塚龍,1:50.1,5,,43.3,172.1,11,,,2026,43,03,11,9,9:110,9:100|6:190|10:750,6-9:580,9-6:480,6-9:270|9-10:1100|6-10:5700,6-9-10:7080,9 → 6 → 10:14960
202643031110,飛竜乗雲ダッシュ(B2B3),,1000,ダート,良,1,2,2,アイスリンディ,牝5,53.0,笹川翼,1:01.7,,,37.2,12.6,5,,,2026,43,03,11,10,2:1260,2:410|3:160|7:510,2-3:1910,2-3:3990,2-3:770|2-7:3110|3-7:990,2-3-7:9630,2 → 3 → 7:60920
202643031110,飛竜乗雲ダッシュ(B2B3),,1000,ダート,良,2,3,3,クラウンブラヴォー,牡6,57.0,吉原寛人,1:01.7,クビ,,37.2,3.3,1,,,2026,43,03,11,10,2:1260,2:410|3:160|7:510,2-3:1910,2-3:3990,2-3:770|2-7:3110|3-7:990,2-3-7:9630,2 → 3 → 7:60920
202643031110,飛竜乗雲ダッシュ(B2B3),,1000,ダート,良,3,5,7,ポッドレオ,牡5,57.0,岡村健司,1:02.1,2,,38.0,21.9,8,,,2026,43,03,11,10,2:1260,2:410|3:160|7:510,2-3:1910,2-3:3990,2-3:770|2-7:3110|3-7:990,2-3-7:9630,2 → 3 → 7:60920
202643031110,飛竜乗雲ダッシュ(B2B3),,1000,ダート,良,4,8,13,ソレア,牝6,53.0,御神本訓,1:02.2,1/2,,38.6,10.7,4,,,2026,43,03,11,10,2:1260,2:410|3:160|7:510,2-3:1910,2-3:3990,2-3:770|2-7:3110|3-7:990,2-3-7:9630,2 → 3 → 7:60920
202643031110,飛竜乗雲ダッシュ(B2B3),,1000,ダート,良,5,7,11,リュウノアスラーム,牝6,53.0,木間塚龍,1:02.6,2,,38.3,24.5,9,,,2026,43,03,11,10,2:1260,2:410|3:160|7:510,2-3:1910,2-3:3990,2-3:770|2-7:3110|3-7:990,2-3-7:9630,2 → 3 → 7:60920
202643031110,飛竜乗雲ダッシュ(B2B3),,1000,ダート,良,6,4,6,サンダビューク,牡7,55.0,笠野雄大,1:02.6,ハナ,,38.5,83.3,11,,,2026,43,03,11,10,2:1260,2:410|3:160|7:510,2-3:1910,2-3:3990,2-3:770|2-7:3110|3-7:990,2-3-7:9630,2 → 3 → 7:60920
202643031110,飛竜乗雲ダッシュ(B2B3),,1000,ダート,良,7,6,10,プレストガウディー,牡5,53.0,△所蛍,1:02.6,アタマ,,38.3,14.4,6,,,2026,43,03,11,10,2:1260,2:410|3:160|7:510,2-3:1910,2-3:3990,2-3:770|2-7:3110|3-7:990,2-3-7:9630,2 → 3 → 7:60920
202643031110,飛竜乗雲ダッシュ(B2B3),,1000,ダート,良,8,1,1,シリウス,牡5,57.0,澤田龍哉,1:02.9,1.1/2,,38.8,19.9,7,,,2026,43,03,11,10,2:1260,2:410|3:160|7:510,2-3:1910,2-3:3990,2-3:770|2-7:3110|3-7:990,2-3-7:9630,2 → 3 → 7:60920
202643031110,飛竜乗雲ダッシュ(B2B3),,1000,ダート,良,9,7,12,ポアゾンボス,牡5,57.0,山中悠希,1:02.9,ハナ,,39.2,4.3,3,,,2026,43,03,11,10,2:1260,2:410|3:160|7:510,2-3:1910,2-3:3990,2-3:770|2-7:3110|3-7:990,2-3-7:9630,2 → 3 → 7:60920
202643031110,飛竜乗雲ダッシュ(B2B3),,1000,ダート,良,10,3,4,ジェネシスミザール,セ5,55.0,仲野光馬,1:02.9,クビ,,38.5,133.0,13,,,2026,43,03,11,10,2:1260,2:410|3:160|7:510,2-3:1910,2-3:3990,2-3:770|2-7:3110|3-7:990,2-3-7:9630,2 → 3 → 7:60920
202643031110,飛竜乗雲ダッシュ(B2B3),,1000,ダート,良,11,4,5,ファセリア,牡5,55.0,七夕裕次,1:03.4,2.1/2,,38.1,55.9,10,,,2026,43,03,11,10,2:1260,2:410|3:160|7:510,2-3:1910,2-3:3990,2-3:770|2-7:3110|3-7:990,2-3-7:9630,2 → 3 → 7:60920
202643031110,飛竜乗雲ダッシュ(B2B3),,1000,ダート,良,12,6,9,シャドウダッチェス,牝6,53.0,高橋利幸,1:03.8,2,,39.5,104.0,12,,,2026,43,03,11,10,2:1260,2:410|3:160|7:510,2-3:1910,2-3:3990,2-3:770|2-7:3110|3-7:990,2-3-7:9630,2 → 3 → 7:60920
202643031110,飛竜乗雲ダッシュ(B2B3),,1000,ダート,良,13,8,14,ビスマルク,牡5,57.0,野畑凌,1:03.8,ハナ,,39.5,3.4,2,,,2026,43,03,11,10,2:1260,2:410|3:160|7:510,2-3:1910,2-3:3990,2-3:770|2-7:3110|3-7:990,2-3-7:9630,2 → 3 → 7:60920
202643031110,飛竜乗雲ダッシュ(B2B3),,1000,ダート,良,14,5,8,クラサーベル,牡7,55.0,山口達弥,1:04.3,2.1/2,,38.6,333.7,14,,,2026,43,03,11,10,2:1260,2:410|3:160|7:510,2-3:1910,2-3:3990,2-3:770|2-7:3110|3-7:990,2-3-7:9630,2 → 3 → 7:60920
202643031111,ダイオライト記念Jpn2,,2400,ダート,良,1,7,9,オディロン,牡7,56.0,吉村智洋,2:37.2,,,39.0,28.6,7,,,2026,43,03,11,11,9:2860,9:320|1:140|3:120,1-9:5350,9-1:17150,1-9:900|3-9:690|1-3:220,1-3-9:3430,9 → 1 → 3:53950
202643031111,ダイオライト記念Jpn2,,2400,ダート,良,2,1,1,セラフィックコール,牡6,57.0,吉原寛人,2:37.3,1/2,,40.1,4.4,3,,,2026,43,03,11,11,9:2860,9:320|1:140|3:120,1-9:5350,9-1:17150,1-9:900|3-9:690|1-3:220,1-3-9:3430,9 → 1 → 3:53950
202643031111,ダイオライト記念Jpn2,,2400,ダート,良,3,3,3,カズタンジャー,牡5,56.0,川田将雅,2:37.5,1,,39.3,3.2,2,,,2026,43,03,11,11,9:2860,9:320|1:140|3:120,1-9:5350,9-1:17150,1-9:900|3-9:690|1-3:220,1-3-9:3430,9 → 1 → 3:53950
202643031111,ダイオライト記念Jpn2,,2400,ダート,良,4,4,4,ナイトオブファイア,牡4,55.0,石川倭,2:38.3,4,,39.9,58.1,8,,,2026,43,03,11,11,9:2860,9:320|1:140|3:120,1-9:5350,9-1:17150,1-9:900|3-9:690|1-3:220,1-3-9:3430,9 → 1 → 3:53950
202643031111,ダイオライト記念Jpn2,,2400,ダート,良,5,2,2,ナルカミ,牡4,57.0,戸崎圭太,2:38.9,3,,41.7,2.3,1,,,2026,43,03,11,11,9:2860,9:320|1:140|3:120,1-9:5350,9-1:17150,1-9:900|3-9:690|1-3:220,1-3-9:3430,9 → 1 → 3:53950
202643031111,ダイオライト記念Jpn2,,2400,ダート,良,6,8,11,デルマソトガケ,牡6,56.0,横山和生,2:39.0,1/2,,41.6,15.2,6,,,2026,43,03,11,11,9:2860,9:320|1:140|3:120,1-9:5350,9-1:17150,1-9:900|3-9:690|1-3:220,1-3-9:3430,9 → 1 → 3:53950
202643031111,ダイオライト記念Jpn2,,2400,ダート,良,7,7,10,マキシマムパワー,牡4,55.0,町田直希,2:39.3,1.1/2,,41.1,245.3,9,,,2026,43,03,11,11,9:2860,9:320|1:140|3:120,1-9:5350,9-1:17150,1-9:900|3-9:690|1-3:220,1-3-9:3430,9 → 1 → 3:53950
202643031111,ダイオライト記念Jpn2,,2400,ダート,良,8,6,8,グロリアムンディ,牡8,56.0,御神本訓,2:39.7,2,,41.5,15.0,5,,,2026,43,03,11,11,9:2860,9:320|1:140|3:120,1-9:5350,9-1:17150,1-9:900|3-9:690|1-3:220,1-3-9:3430,9 → 1 → 3:53950
202643031111,ダイオライト記念Jpn2,,2400,ダート,良,9,5,5,サクラトップキッド,牡5,56.0,高橋悠里,2:40.4,3,,41.1,275.4,10,,,2026,43,03,11,11,9:2860,9:320|1:140|3:120,1-9:5350,9-1:17150,1-9:900|3-9:690|1-3:220,1-3-9:3430,9 → 1 → 3:53950
202643031111,ダイオライト記念Jpn2,,2400,ダート,良,10,6,7,ケンシレインボー,牡4,55.0,山中悠希,2:44.1,大,,45.1,693.3,11,,,2026,43,03,11,11,9:2860,9:320|1:140|3:120,1-9:5350,9-1:17150,1-9:900|3-9:690|1-3:220,1-3-9:3430,9 → 1 → 3:53950
202643031111,ダイオライト記念Jpn2,,2400,ダート,良,11,8,12,グランデマーレ,牡9,56.0,木間塚龍,2:44.2,1/2,,45.0,873.9,12,,,2026,43,03,11,11,9:2860,9:320|1:140|3:120,1-9:5350,9-1:17150,1-9:900|3-9:690|1-3:220,1-3-9:3430,9 → 1 → 3:53950
202643031111,ダイオライト記念Jpn2,,2400,ダート,良,12,5,6,ジャスパーロブスト,セ5,56.0,丸山元気,2:44.8,3,,46.2,9.5,4,,,2026,43,03,11,11,9:2860,9:320|1:140|3:120,1-9:5350,9-1:17150,1-9:900|3-9:690|1-3:220,1-3-9:3430,9 → 1 → 3:53950
202644031108,C1六七八(C1七),,1600,ダート,良,1,7,8,コスモマガラニカ,牡4,56.0,江里口裕,1:42.3,,,39.2,38.1,9,,,2026,44,03,11,8,8:3810,8:910|7:440|2:210,7-8:24210,8-7:36100,7-8:6290|2-8:2110|2-7:1260,2-7-8:29540,8 → 7 → 2:197560
202644031108,C1六七八(C1七),,1600,ダート,良,2,6,7,ユニヴェール,セ5,56.0,吉井章,1:42.3,ハナ,,39.4,14.1,5,,,2026,44,03,11,8,8:3810,8:910|7:440|2:210,7-8:24210,8-7:36100,7-8:6290|2-8:2110|2-7:1260,2-7-8:29540,8 → 7 → 2:197560
202644031108,C1六七八(C1七),,1600,ダート,良,3,2,2,ライペニング,牡5,56.0,矢野貴之,1:42.4,3/4,,39.3,4.1,3,,,2026,44,03,11,8,8:3810,8:910|7:440|2:210,7-8:24210,8-7:36100,7-8:6290|2-8:2110|2-7:1260,2-7-8:29540,8 → 7 → 2:197560
202644031108,C1六七八(C1七),,1600,ダート,良,4,3,3,クインズマカロン,牝4,54.0,高橋昭平,1:42.5,クビ,,38.8,41.5,10,,,2026,44,03,11,8,8:3810,8:910|7:440|2:210,7-8:24210,8-7:36100,7-8:6290|2-8:2110|2-7:1260,2-7-8:29540,8 → 7 → 2:197560
202644031108,C1六七八(C1七),,1600,ダート,良,5,1,1,ファーストメイト,牡5,56.0,福原杏,1:42.6,1/2,,38.6,17.2,7,,,2026,44,03,11,8,8:3810,8:910|7:440|2:210,7-8:24210,8-7:36100,7-8:6290|2-8:2110|2-7:1260,2-7-8:29540,8 → 7 → 2:197560
202644031108,C1六七八(C1七),,1600,ダート,良,6,8,11,ブラヴォケラトプス,牡4,56.0,和田譲治,1:42.7,1/2,,39.7,2.9,1,,,2026,44,03,11,8,8:3810,8:910|7:440|2:210,7-8:24210,8-7:36100,7-8:6290|2-8:2110|2-7:1260,2-7-8:29540,8 → 7 → 2:197560
202644031108,C1六七八(C1七),,1600,ダート,良,7,6,6,リアンフォール,牡5,56.0,鷹見陸,1:42.9,1.1/4,,39.6,9.4,4,,,2026,44,03,11,8,8:3810,8:910|7:440|2:210,7-8:24210,8-7:36100,7-8:6290|2-8:2110|2-7:1260,2-7-8:29540,8 → 7 → 2:197560
202644031108,C1六七八(C1七),,1600,ダート,良,8,8,10,ヒンナ,牝5,53.0,☆中山遥人,1:43.3,2,,40.4,28.7,8,,,2026,44,03,11,8,8:3810,8:910|7:440|2:210,7-8:24210,8-7:36100,7-8:6290|2-8:2110|2-7:1260,2-7-8:29540,8 → 7 → 2:197560
202644031108,C1六七八(C1七),,1600,ダート,良,9,4,4,タールベルク,牡4,56.0,藤田凌,1:43.6,1.1/2,,40.5,3.5,2,,,2026,44,03,11,8,8:3810,8:910|7:440|2:210,7-8:24210,8-7:36100,7-8:6290|2-8:2110|2-7:1260,2-7-8:29540,8 → 7 → 2:197560
