horse,dist_course,dc_n,dc_wins,dc_wr
ニフェーデービル,1200_ダート,1,0,0.0
ニフェーデービル,1400_ダート,2,0,0.0
ニフェーデービル,1600_ダート,1,0,0.0
ニフェーデービル,1800_ダート,1,0,0.0
ニホンピロアリー,1800_芝,3,0,0.0
ニホンピロアリー,2000_芝,4,0,0.0
ニホンピロカラット,1200_ダート,1,1,1.0
ニホンピロカラット,1400_ダート,2,0,0.0
ニホンピロキーフ,1600_芝,8,0,0.0
ニホンピロキーフ,1800_芝,2,0,0.0
ニホンピロキーフ,2000_芝,4,1,0.25
ニホンピロゴルディ,2000_芝,1,0,0.0
ニホンピロゴルディ,2600_芝,2,1,0.5
ニホンピロスクーロ,1600_芝,1,0,0.0
ニホンピロスクーロ,1700_ダート,1,0,0.0
ニホンピロスクーロ,1800_芝,1,0,0.0
ニホンピロスクーロ,2000_芝,2,0,0.0
ニホンピロタイズ,1200_芝,1,0,0.0
ニホンピロタイズ,1600_芝,1,0,0.0
ニホンピロタイズ,1800_芝,1,0,0.0
ニホンピロタイズ,2000_芝,3,0,0.0
ニホンピロタイズ,2200_芝,2,0,0.0
ニホンピロデヴィン,1800_芝,1,0,0.0
ニホンピロデヴィン,2000_芝,1,0,0.0
ニホンピロトッティ,1150_ダート,1,1,1.0
ニホンピロトッティ,1200_ダート,4,0,0.0
ニホンピロハーバー,1700_ダート,4,1,0.25
ニホンピロハーバー,1800_ダート,3,0,0.0
ニホンピロハーバー,1900_ダート,2,0,0.0
ニホンピロペリー,1800_ダート,1,0,0.0
ニホンピロホリデー,1600_芝,1,0,0.0
ニホンピロホリデー,1800_芝,1,0,0.0
ニホンピロマリブ,1600_芝,1,0,0.0
ニホンピロマリブ,1800_芝,2,0,0.0
ニホンピロマリンバ,1700_ダート,1,0,0.0
ニホンピロマリンバ,1800_ダート,2,0,0.0
ニホンピロマリンバ,1900_ダート,1,0,0.0
ニャンチンノン,1700_ダート,1,0,0.0
ニャンチンノン,1900_ダート,1,0,0.0
ニューアライブ,1800_芝,1,0,0.0
ニューオーリンズ,1400_ダート,1,0,0.0
ニュークレド,1800_芝,1,1,1.0
ニュークレド,2000_芝,2,0,0.0
ニュージェネラル,1600_芝,1,0,0.0
ニュージーズ,1600_芝,1,0,0.0
ニュージーズ,1800_芝,1,0,0.0
ニュージーズ,2000_芝,1,0,0.0
ニューステソーロ,1800_ダート,1,0,0.0
ニューステソーロ,1800_芝,7,1,0.14285714285714285
ニューステソーロ,2000_芝,2,1,0.5
ニューノーマル,1500_芝,1,0,0.0
ニューノーマル,1600_芝,2,0,0.0
ニューノーマル,1800_芝,2,0,0.0
ニューノーマル,2000_芝,6,0,0.0
ニューバラード,2000_ダート,1,0,0.0
ニューバラード,2100_ダート,2,0,0.0
ニューバラード,2400_ダート,2,2,1.0
ニューファウンド,2100_ダート,2,0,0.0
ニューフロンティア,1200_ダート,1,0,0.0
ニューモニュメント,1800_ダート,4,0,0.0
ニルアドミラリ,1000_ダート,4,1,0.25
ニルアドミラリ,1000_芝,1,0,0.0
ニルアドミラリ,1150_ダート,1,0,0.0
ニルカンタテソーロ,1200_ダート,1,0,0.0
ニヴルヘイム,2400_芝,1,0,0.0
ニヴルヘイム,2600_芝,1,0,0.0
ニーナブランド,1150_ダート,1,0,0.0
ニーナブランド,1200_ダート,1,0,0.0
ニーナブランド,1200_芝,1,0,0.0
ヌマ,1150_ダート,1,0,0.0
ヌマ,1700_ダート,1,0,0.0
ネイサン,1800_芝,4,0,0.0
ネイサン,2000_芝,5,0,0.0
ネイサン,2200_芝,1,0,0.0
ネイサン,2500_芝,1,0,0.0
ネイチャーシップ,1900_ダート,1,0,0.0
ネイチャーシップ,2100_ダート,1,0,0.0
ネイチャーシップ,2400_ダート,4,1,0.25
ネイチャーシップ,2600_芝,2,0,0.0
ネイチャーズロウ,2400_芝,1,0,0.0
ネイト,1200_ダート,3,1,0.3333333333333333
ネイビースター,1600_ダート,2,0,0.0
ネイビースター,1800_芝,4,0,0.0
ネイビースター,2000_芝,2,0,0.0
ネイリッカ,1700_ダート,1,0,0.0
ネイリッカ,1800_ダート,1,0,0.0
ネイルンノ,1000_芝,4,0,0.0
ネオゴールド,1200_ダート,1,0,0.0
ネオシルバー,1600_ダート,2,0,0.0
ネオシルバー,1800_ダート,3,0,0.0
ネクストヒロイン,1600_芝,2,0,0.0
ネクストヒロイン,1700_ダート,1,0,0.0
ネグレスコ,1000_ダート,1,0,0.0
ネグレスコ,1200_ダート,4,0,0.0
ネグレスコ,1400_ダート,1,0,0.0
ネッケツシャチョウ,1800_ダート,2,0,0.0
ネッケツシャチョウ,1900_ダート,2,0,0.0
ネッケツシャチョウ,2100_ダート,3,0,0.0
ネッタイヤライ,2000_芝,1,0,0.0
ネッロランパンテ,2000_芝,1,0,0.0
ネティフラウ,1700_ダート,1,0,0.0
ネトル,1700_ダート,1,0,0.0
ネネキリマル,1400_芝,1,0,0.0
ネバレチュゴー,1150_ダート,2,0,0.0
ネバレチュゴー,1200_ダート,1,0,0.0
ネバレチュゴー,1400_芝,1,0,0.0
ネバーゴーンアウト,1600_芝,1,0,0.0
ネバーゴーンアウト,1800_芝,1,0,0.0
ネバーモア,1800_ダート,3,1,0.3333333333333333
ネビュルーズ,1700_ダート,1,0,0.0
ネビュルーズ,1800_ダート,1,0,0.0
ネビュルーズ,1800_芝,1,0,0.0
ネビュルーズ,2000_芝,3,2,0.6666666666666666
ネビュルーズ,2200_芝,2,0,0.0
ネブラディスク,1800_芝,3,1,0.3333333333333333
ネブラディスク,2200_芝,1,0,0.0
ネロコルヴィーノ,1800_ダート,1,0,0.0
ネーブルオレンジ,1600_芝,2,0,0.0
ネーブルオレンジ,1800_芝,2,0,0.0
ネーヴェフレスカ,1400_芝,1,0,0.0
ネーヴェフレスカ,1600_芝,2,0,0.0
ネーヴェフレスカ,1700_ダート,1,0,0.0
ノアスペシャル,1200_ダート,1,0,0.0
ノアスペシャル,1400_ダート,1,0,0.0
ノアファラオ,1800_ダート,1,0,0.0
ノアヴィヴァーチェ,1800_ダート,1,0,0.0
ノアールビーナス,1200_芝,1,0,0.0
ノクターナル,2000_芝,1,0,0.0
ノクターン,2000_芝,2,0,0.0
ノクナレア,1600_芝,3,0,0.0
ノチェセラーダ,2000_芝,1,1,1.0
ノッキングポイント,2000_芝,3,0,0.0
ノッテルーナ,1700_ダート,1,0,0.0
ノッテルーナ,1800_ダート,4,0,0.0
ノッテルーナ,1900_ダート,1,0,0.0
ノットイナフ,1800_ダート,3,0,0.0
ノットイナフ,1900_ダート,3,0,0.0
ノットイナフ,2100_ダート,3,1,0.3333333333333333
ノットファウンド,1200_ダート,3,2,0.6666666666666666
ノットファウンド,1300_ダート,1,1,1.0
ノットファウンド,1400_ダート,2,0,0.0
ノビル,1200_ダート,3,0,0.0
ノビル,1200_芝,1,0,0.0
ノボリクレバー,1400_ダート,1,0,0.0
ノボリクレバー,1700_ダート,1,0,0.0
ノボリクレバー,1800_ダート,5,0,0.0
ノボリクレバー,1900_ダート,2,0,0.0
ノボリショウリュウ,1200_ダート,3,0,0.0
ノボリショウリュウ,1200_芝,1,0,0.0
ノボリショウリュウ,1400_ダート,2,0,0.0
ノボリショウリュウ,1600_芝,1,0,0.0
ノラリクラリ,1800_芝,3,0,0.0
ノラリクラリ,2000_芝,1,0,0.0
ノラリクラリ,2400_芝,1,1,1.0
ノリノリブリランテ,1500_芝,1,0,0.0
ノリピー,1700_ダート,1,0,0.0
ノリピー,1800_芝,1,0,0.0
ノルドヴェスト,1200_ダート,1,0,0.0
ノルドヴェスト,1400_ダート,1,0,0.0
ノルドヴェスト,1700_ダート,1,0,0.0
ノレッジビューティ,1800_芝,5,1,0.2
ノンスタンダルド,1600_ダート,1,0,0.0
ノンスタンダルド,1800_ダート,1,0,0.0
ノンスタンダルド,2000_芝,1,0,0.0
ノヴァエクスプレス,1200_ダート,1,0,0.0
ノヴァエクスプレス,1400_ダート,1,1,1.0
ノーザトゥルース,1800_芝,1,0,0.0
ノースザワールド,1600_芝,4,0,0.0
ノースザワールド,1800_ダート,2,0,0.0
ノースザワールド,1800_芝,2,0,0.0
ノースザワールド,2000_芝,3,0,0.0
ノースディーバ,1000_芝,1,0,0.0
ノースディーバ,1200_ダート,1,0,0.0
ノースブリッジ,1800_ダート,1,0,0.0
ノースブリッジ,2000_芝,2,1,0.5
ノースミソロジー,1800_ダート,1,0,0.0
ノーダブルディップ,1600_芝,6,0,0.0
ノートルプロメス,2000_芝,1,0,0.0
ノートルプロメス,2200_芝,1,0,0.0
ノートルプロメス,2600_芝,2,0,0.0
ノーブルアクト,1700_ダート,3,0,0.0
ノーブルアクト,1800_ダート,2,0,0.0
ノーブルオリンポス,1200_芝,1,0,0.0
ノーブルクライ,2000_芝,1,1,1.0
ノーブルクライ,2200_芝,1,0,0.0
ノーブルクライ,2400_芝,3,0,0.0
ノーブルクライ,2500_芝,3,0,0.0
ノーブルクライ,2600_芝,3,0,0.0
ノーブルゲイル,1200_ダート,1,0,0.0
ノーブルゲイル,1700_ダート,2,1,0.5
ノーブルゲイル,1800_ダート,1,0,0.0
ノーブルスカイ,1800_芝,2,1,0.5
ノーブルスカイ,2000_芝,6,1,0.16666666666666666
ノーブルスカイ,3000_芝,1,0,0.0
ノーブルニードル,1800_ダート,1,0,0.0
ノーブルノワール,1600_ダート,1,0,0.0
ノーブルマルシェ,1400_ダート,1,0,0.0
ノーブルマルシェ,1400_芝,3,0,0.0
ノーブルマルシェ,1700_ダート,1,1,1.0
ノーブルマルシェ,1800_ダート,3,0,0.0
ノーブルマルシェ,1800_芝,2,0,0.0
ノーブルミステリー,1150_ダート,1,0,0.0
ノーブルミステリー,1200_ダート,3,0,0.0
ノーブルミステリー,1700_ダート,1,0,0.0
ノーブルライジング,2400_芝,1,0,0.0
ノーブルラン,1400_ダート,2,0,0.0
ノーブルラン,1700_ダート,1,0,0.0
ノーブルラン,1800_ダート,4,1,0.25
ノーブルラン,2000_芝,1,0,0.0
ノーブルロジャー,1400_ダート,4,0,0.0
ノーブルロジャー,1400_芝,1,0,0.0
ノーブルロジャー,1600_芝,7,1,0.14285714285714285
ノーブルロジャー,1800_芝,1,0,0.0
ノーマジック,2500_芝,1,0,0.0
ノーマジック,2600_芝,1,0,0.0
ノーランサンライズ,1800_芝,1,1,1.0
ノーランサンライズ,2000_芝,1,0,0.0
ハイアムズビーチ,1000_芝,1,0,0.0
ハイアムズビーチ,1200_ダート,3,0,0.0
ハイアムズビーチ,1400_ダート,1,0,0.0
ハイウェイスター,1700_ダート,2,0,0.0
ハイウェイスター,1800_ダート,2,0,0.0
ハイエスティーム,1800_芝,2,0,0.0
ハイエスティーム,2000_芝,1,0,0.0
ハイエストポイント,1700_ダート,2,0,0.0
ハイクライテリア,1200_芝,1,0,0.0
ハイクライテリア,1400_ダート,2,0,0.0
ハイグッドワールド,1800_ダート,3,0,0.0
ハイケンス,1700_ダート,1,0,0.0
ハイタイド,1800_芝,2,0,0.0
ハイタイド,2200_芝,1,0,0.0
ハイディージェン,1800_芝,4,1,0.25
ハイディージェン,2000_芝,5,0,0.0
ハイファイスピード,1200_芝,2,0,0.0
ハイファイスピード,1400_芝,1,0,0.0
ハイヤーマーク,1200_芝,1,0,0.0
ハイヤーマーク,1400_芝,1,0,0.0
ハイライフ,1200_芝,2,0,0.0
ハイラブハンター,1700_ダート,1,0,0.0
ハイラブハンター,1800_ダート,2,0,0.0
ハイラント,2200_芝,1,0,0.0
ハイラント,2400_芝,1,0,0.0
ハイラント,2500_芝,2,0,0.0
ハイラント,2600_芝,6,1,0.16666666666666666
ハイランドリンクス,1800_ダート,2,0,0.0
ハイランドリンクス,2200_芝,1,0,0.0
ハイランドリンクス,2400_ダート,1,0,0.0
ハウゼ,1800_芝,2,0,0.0
ハウゼ,2000_芝,1,0,0.0
ハウファアイルゴー,1200_芝,1,0,0.0
ハウファアイルゴー,1400_芝,2,0,0.0
ハウリングウィンド,1400_ダート,1,0,0.0
ハガネ,2000_芝,1,0,0.0
ハギノアトラス,1400_ダート,5,0,0.0
ハギノアトラス,1600_ダート,1,0,0.0
ハギノアトラス,1700_ダート,5,0,0.0
ハギノアトラス,1800_ダート,1,0,0.0
ハギノアトラス,1900_ダート,1,0,0.0
ハギノアルデバラン,1800_ダート,1,0,0.0
ハギノアルデバラン,1800_芝,1,0,0.0
ハギノアルデバラン,2000_芝,3,1,0.3333333333333333
ハギノアルデバラン,2200_芝,2,0,0.0
ハギノアルデバラン,2400_芝,1,0,0.0
ハギノアルデバラン,2500_芝,1,0,0.0
ハギノアレグリアス,1800_ダート,3,0,0.0
ハギノアレグリアス,1900_ダート,2,1,0.5
ハギノカノア,1800_ダート,3,0,0.0
ハギノカノア,1900_ダート,2,0,0.0
ハギノカノア,2600_芝,1,0,0.0
ハギノコラソン,1800_ダート,3,0,0.0
ハギノサステナブル,1700_ダート,1,0,0.0
ハギノサステナブル,1800_ダート,3,2,0.6666666666666666
ハギノサステナブル,1900_ダート,4,2,0.5
ハギノサステナブル,2100_ダート,2,0,0.0
ハギノピアチェーレ,1800_芝,1,0,0.0
ハギノピアチェーレ,2000_芝,1,0,0.0
ハギノメーテル,1200_芝,3,0,0.0
ハギノメーテル,1400_芝,3,0,0.0
ハギノメーテル,1600_芝,1,0,0.0
ハギノメーテル,2000_芝,1,0,0.0
ハギノモーリス,1200_芝,4,0,0.0
ハギノモーリス,1400_ダート,2,0,0.0
ハクアイアテナ,1400_ダート,1,0,0.0
ハクアイストーリー,1800_芝,1,0,0.0
ハクサンアイ,1150_ダート,2,0,0.0
ハクサンアイリス,1200_ダート,1,0,0.0
ハクサンアイリス,1400_ダート,4,1,0.25
ハクサンイーグル,1400_芝,4,0,0.0
ハクサンツキミテイ,1700_ダート,1,0,0.0
ハクサンバード,1400_ダート,2,0,0.0
ハクサンバード,1400_芝,7,1,0.14285714285714285
ハクサンパイオニア,1200_芝,4,1,0.25
ハクサンミニョン,1400_芝,1,0,0.0
ハグ,1400_ダート,2,0,0.0
ハグ,1800_ダート,1,1,1.0
ハグ,1900_ダート,1,0,0.0
ハコダテブショウ,1150_ダート,1,0,0.0
ハコダテブショウ,1200_ダート,6,0,0.0
ハコダテブショウ,1400_ダート,1,0,0.0
ハジメテノチュウ,1150_ダート,1,0,0.0
ハジメテノチュウ,1200_ダート,2,0,0.0
ハセドン,1400_ダート,1,0,0.0
ハチメンロッピ,1200_ダート,4,0,0.0
ハチメンロッピ,1400_ダート,6,1,0.16666666666666666
ハチメンロッピ,1600_ダート,2,0,0.0
ハチワレ,2600_芝,1,0,0.0
ハッスルダンク,1600_ダート,1,0,0.0
ハッスルダンク,1700_ダート,1,0,0.0
ハッスルダンク,1800_ダート,5,0,0.0
ハッスルダンク,2100_ダート,1,0,0.0
ハットメリリー,1800_芝,1,0,0.0
ハッピーアズラリー,1200_ダート,1,0,0.0
ハッピーアズラリー,1900_ダート,1,0,0.0
ハッピーアズラリー,2000_芝,6,1,0.16666666666666666
ハッピーエンジェル,1400_芝,1,1,1.0
ハッピーエンジェル,1600_芝,1,0,0.0
ハッピーオーサム,1800_芝,1,0,0.0
ハッピーサプライズ,1200_芝,4,0,0.0
ハッピーサプライズ,1600_芝,1,0,0.0
ハッピースワニー,1200_ダート,1,0,0.0
ハッピースワニー,1400_ダート,3,0,0.0
ハッピーダンシング,1000_芝,1,0,0.0
ハッピーダンチャン,1800_ダート,1,0,0.0
ハッピーダンチャン,1900_ダート,1,1,1.0
ハッピーデービー,1000_芝,4,1,0.25
ハッピーデービー,1200_芝,1,0,0.0
ハッピーパンニャ,1000_芝,1,0,0.0
ハッピーパンニャ,1200_ダート,2,0,0.0
ハッピーパンニャ,1200_芝,1,0,0.0
ハッピーパンニャ,1400_芝,1,0,0.0
ハッピービバーク,1200_ダート,1,0,0.0
ハッピーマインド,1800_ダート,2,0,0.0
ハッピーマン,1400_ダート,2,1,0.5
ハッピーマン,1600_ダート,1,0,0.0
ハッピーロンドン,1150_ダート,1,0,0.0
ハッピーロンドン,1300_ダート,1,1,1.0
ハッピーロンドン,1400_ダート,4,0,0.0
ハナアヤメ,2200_芝,1,0,0.0
ハナウマビーチ,1800_ダート,1,1,1.0
ハナビマンカイ,2600_芝,1,0,0.0
ハニーアイリー,1000_芝,1,0,0.0
ハニーコム,1800_芝,2,0,0.0
ハニーコム,2000_芝,1,0,0.0
ハニーコム,2200_芝,1,0,0.0
ハヌル,1000_芝,1,0,0.0
ハヌル,1200_ダート,1,0,0.0
ハビレ,1600_ダート,3,1,0.3333333333333333
ハビレ,1700_ダート,1,0,0.0
ハビレ,1800_ダート,8,2,0.25
ハピ,1700_ダート,1,0,0.0
ハピ,1800_ダート,5,1,0.2
ハピ,1900_ダート,3,1,0.3333333333333333
ハピ,2000_芝,2,0,0.0
ハピ,2600_芝,1,0,0.0
ハピ,3200_芝,1,0,0.0
ハピアーザンエバー,1000_芝,1,0,0.0
ハピアーザンエバー,1200_ダート,1,0,0.0
ハピアーザンエバー,1200_芝,6,0,0.0
ハピネスアゲン,1200_芝,13,1,0.07692307692307693
ハピネスアゲン,1400_ダート,1,0,0.0
ハピネスアゲン,1400_芝,1,0,0.0
ハミルトン,1700_ダート,1,0,0.0
ハミング,1800_芝,3,1,0.3333333333333333
ハミング,2000_芝,2,0,0.0
ハヤテノツバサ,1000_芝,1,0,0.0
ハヤテノツバサ,1200_芝,1,0,0.0
ハヤテノフクノスケ,2000_芝,5,1,0.2
ハヤテノフクノスケ,2200_芝,2,1,0.5
ハヤテノフクノスケ,2400_芝,1,0,0.0
ハヤテノフクノスケ,2600_芝,1,0,0.0
ハヤテノフクノスケ,3000_芝,2,1,0.5
ハヤテノフクノスケ,3200_芝,1,0,0.0
ハヤブサジェット,1200_ダート,2,1,0.5
ハヤブサジェット,1200_芝,1,0,0.0
ハヤブサジェット,1300_ダート,1,0,0.0
ハヤブサジェット,1400_ダート,1,0,0.0
ハヤヤッコ,2000_芝,3,0,0.0
ハヤヤッコ,2500_芝,3,1,0.3333333333333333
ハヤヤッコ,2600_芝,1,0,0.0
ハリウッドパーク,1400_ダート,1,0,0.0
ハリウッドパーク,1800_ダート,2,0,0.0
ハリウッドブルース,1200_ダート,2,0,0.0
ハリウッドブルース,1400_ダート,2,0,0.0
ハリウッドブルース,1600_ダート,2,0,0.0
ハリウッドメモリー,1200_芝,3,1,0.3333333333333333
ハリケーンリッジ,1600_芝,1,0,0.0
ハリケーンリッジ,1800_芝,1,0,0.0
ハリーケーン,1400_ダート,2,0,0.0
ハリーケーン,1400_芝,1,0,0.0
ハリーケーン,1700_ダート,1,0,0.0
ハリーバローズ,1200_芝,1,0,0.0
ハルオーブ,1400_芝,3,0,0.0
ハルカナネガイ,1200_芝,1,0,0.0
ハルクバローズ,1000_ダート,1,0,0.0
ハルクバローズ,1200_ダート,1,0,0.0
ハルノアラシ,1800_ダート,1,0,0.0
ハルノドゥミプリエ,1800_芝,1,0,0.0
ハルノドゥミプリエ,2200_芝,1,0,0.0
ハレアカラフラ,1200_芝,1,0,0.0
ハレアカラフラ,1800_芝,1,0,0.0
ハロングロットル,2000_芝,1,0,0.0
ハローサブリナ,1800_ダート,1,0,0.0
ハローサブリナ,2400_ダート,1,0,0.0
ハローサブリナ,2600_芝,1,0,0.0
ハローマイラブリー,1150_ダート,1,0,0.0
ハローマイラブリー,1200_ダート,1,0,0.0
ハローマイラブリー,1200_芝,1,0,0.0
ハローメリールー,1000_芝,1,0,0.0
ハワイアンタイム,1600_芝,5,1,0.2
ハワイアンタイム,1800_芝,1,1,1.0
ハワイアンタイム,2100_ダート,1,0,0.0
ハワイアンティアレ,1600_芝,9,3,0.3333333333333333
ハワイアンティアレ,1800_芝,1,0,0.0
ハワイアンティアレ,2000_芝,1,0,0.0
ハンディーズピーク,1700_ダート,3,0,0.0
ハンディーズピーク,1900_ダート,1,0,0.0
ハンディーズピーク,2100_ダート,1,0,0.0
ハンデンカイザー,1800_ダート,1,0,0.0
ハンデンカイザー,2500_ダート,1,0,0.0
ハンベルジャイト,1000_ダート,2,1,0.5
ハンベルジャイト,1000_芝,2,0,0.0
ハンベルジャイト,1150_ダート,2,0,0.0
ハンベルジャイト,1200_ダート,3,0,0.0
ハンベルジャイト,1400_芝,1,0,0.0
ハーエクセレンシー,1500_芝,1,0,0.0
ハーエクセレンシー,1600_芝,1,0,0.0
ハーエクセレンシー,1800_芝,4,1,0.25
ハーエクセレンシー,2000_芝,1,0,0.0
ハーツイストワール,2400_芝,1,0,0.0
ハーツイストワール,3400_芝,1,0,0.0
ハーツオブシャカ,2400_芝,1,0,0.0
ハーツオブシャカ,2600_芝,1,0,0.0
ハーツコンチェルト,2000_芝,1,0,0.0
ハーツコンチェルト,2400_芝,4,0,0.0
ハーツラプソディ,2000_芝,1,0,0.0
ハーデンベルギア,1600_ダート,1,0,0.0
ハートオブアシティ,1900_ダート,1,0,0.0
ハートホイップ,1200_芝,9,2,0.2222222222222222
ハートメテオ,2000_芝,1,0,0.0
ハートループ,1400_芝,1,0,0.0
ハートループ,2000_芝,1,0,0.0
ハードセルツァー,1200_ダート,1,1,1.0
ハードワイヤード,1300_ダート,1,0,0.0
ハードワイヤード,1400_ダート,4,0,0.0
ハードワーカー,1600_芝,1,0,0.0
ハードワーカー,1800_芝,1,0,0.0
ハードワーカー,2000_芝,1,0,0.0
ハーバーライト,1600_ダート,1,0,0.0
ハーバーライト,1800_ダート,1,0,0.0
ハーバーライト,1900_ダート,3,0,0.0
ハーバーライト,2100_ダート,3,1,0.3333333333333333
ハーバーライト,2400_ダート,1,0,0.0
ハーパー,1600_芝,1,0,0.0
ハーパー,1800_芝,1,0,0.0
ハーパー,2000_芝,1,0,0.0
ハーパー,2200_芝,1,0,0.0
ハーフブルー,1200_芝,1,0,0.0
ハーモニーソング,1200_ダート,1,1,1.0
ハーモニーソング,1400_ダート,1,0,0.0
ハーモニーマゼラン,1000_芝,3,0,0.0
ハーモニーマゼラン,1200_芝,3,0,0.0
ハーランズハーツ,1800_芝,2,1,0.5
ハーランズハーツ,2000_芝,3,0,0.0
バイアビリティ,1700_ダート,1,0,0.0
バイス,1800_ダート,1,0,0.0
バイファーザベスト,1400_ダート,4,0,0.0
バイファーザベスト,1700_ダート,1,0,0.0
バイロイト,1200_ダート,1,0,0.0
バイロイト,1700_ダート,2,0,0.0
バイロイト,1800_ダート,1,0,0.0
バウンシーステップ,1400_芝,4,0,0.0
バウンシーステップ,1600_芝,1,1,1.0
バウンドトゥウィン,1800_ダート,1,0,0.0
バオバブスピリット,1000_芝,1,0,0.0
バガリーロータス,1700_ダート,1,0,0.0
バガリーロータス,1800_ダート,1,0,0.0
バガリーロータス,2000_芝,2,0,0.0
バガン,2000_芝,3,0,0.0
バガン,2200_芝,1,0,0.0
バギーウィップ,1600_ダート,1,0,0.0
バギーウィップ,1700_ダート,1,1,1.0
バギーウィップ,1800_ダート,1,1,1.0
バクレツマホウ,1000_ダート,1,0,0.0
バクレツマホウ,1200_ダート,1,0,0.0
バグラダス,1000_芝,1,0,0.0
バグラダス,1200_ダート,2,0,0.0
バグラダス,1400_ダート,5,2,0.4
バグラダス,1600_ダート,1,0,0.0
バサラ,1000_ダート,4,0,0.0
バサラ,1150_ダート,1,0,0.0
バシリス,1200_ダート,1,0,0.0
バシリス,1800_ダート,1,0,0.0
バシレイア,1400_芝,1,0,0.0
バシレウスシチー,1200_ダート,1,0,0.0
バシレウスシチー,1200_芝,9,0,0.0
バジオウ,2100_ダート,1,0,0.0
バスターコール,1800_ダート,1,0,0.0
バスタードサフラン,1700_ダート,1,0,0.0
バスタードサフラン,1800_ダート,4,2,0.5
バスドラムガール,1000_ダート,1,0,0.0
バスドラムガール,1150_ダート,1,0,0.0
バスドラムガール,1200_ダート,1,0,0.0
バスラットレオン,1600_芝,1,0,0.0
バスラットレオン,1700_ダート,1,0,0.0
バズアップビート,1800_芝,3,1,0.3333333333333333
バズアップビート,2000_芝,1,0,0.0
バセリーナ,1500_芝,1,0,0.0
バセリーナ,1600_芝,3,0,0.0
バセリーナ,1800_芝,3,0,0.0
バックスクリーン,1400_ダート,1,0,0.0
バックスクリーン,1800_ダート,2,0,0.0
バックスクリーン,2000_芝,1,0,0.0
バックスクリーン,2100_ダート,1,0,0.0
バックトゥザライト,1400_ダート,3,0,0.0
バックトゥザライト,1700_ダート,1,0,0.0
バックトゥザライト,1800_ダート,3,0,0.0
バッケンレコード,1700_ダート,1,1,1.0
バッケンレコード,1800_ダート,2,0,0.0
バッジオレディネロ,1800_ダート,1,0,0.0
バッデレイト,1800_芝,2,0,0.0
バッデレイト,2000_芝,4,2,0.5
バッデレイト,2200_芝,2,1,0.5
バトゥーキ,1200_ダート,2,1,0.5
バトゥーキ,1400_ダート,6,1,0.16666666666666666
バトゥーキ,1600_ダート,3,1,0.3333333333333333
バトルクライ,1200_ダート,2,0,0.0
バトルクライ,1400_ダート,4,0,0.0
バトルクライ,1600_ダート,3,1,0.3333333333333333
バトルクライ,1700_ダート,2,0,0.0
バトルハーデン,1600_ダート,1,0,0.0
バトルハーデン,1600_芝,7,1,0.14285714285714285
バトルハーデン,2000_芝,1,0,0.0
バトルボーン,2000_芝,1,0,0.0
バトルボーン,2200_芝,1,0,0.0
バトルボーン,2400_芝,1,1,1.0
バトンインディ,1700_ダート,1,0,0.0
バトンインディ,1800_ダート,3,0,0.0
バドリナート,1800_芝,1,1,1.0
バナマンテソーロ,1600_ダート,1,0,0.0
バナマンテソーロ,1700_ダート,1,0,0.0
バナマンテソーロ,1800_ダート,2,0,0.0
バナマンテソーロ,1900_ダート,1,0,0.0
バナマンテソーロ,2000_芝,1,0,0.0
バナマンテソーロ,2100_ダート,2,0,0.0
バナマンテソーロ,2200_芝,1,0,0.0
バナマンテソーロ,2400_芝,1,0,0.0
バニシングポイント,1500_芝,2,0,0.0
バニシングポイント,1600_ダート,1,0,0.0
バニシングポイント,1600_芝,3,0,0.0
バニシングポイント,1700_ダート,1,0,0.0
バニシングポイント,1800_ダート,1,0,0.0
バニシングポイント,2000_芝,1,0,0.0
バニシングポイント,2500_芝,1,0,0.0
バニーラビット,1400_芝,2,0,0.0
バニーラビット,1600_芝,1,0,0.0
バハルダール,1800_ダート,4,1,0.25
バハルダール,1900_ダート,4,1,0.25
バハルダール,2000_ダート,2,0,0.0
バハルダール,2100_ダート,2,0,0.0
バビット,1800_ダート,1,0,0.0
バビット,2000_芝,5,0,0.0
バビット,2200_芝,2,0,0.0
バビット,2400_芝,1,0,0.0
バビット,2500_芝,1,0,0.0
バヤシーフェイス,2000_芝,1,0,0.0
バライロノキセキ,1700_ダート,1,0,0.0
バラジ,1800_芝,2,0,0.0
バラジ,2000_芝,5,0,0.0
バラジ,2400_芝,1,0,0.0
バランスダンサー,1600_ダート,3,1,0.3333333333333333
バランスダンサー,1800_芝,1,0,0.0
バランスダンサー,2000_芝,1,0,0.0
バラードインミラノ,1200_芝,2,0,0.0
バラードインミラノ,1400_芝,2,0,0.0
バリアントバイオ,1800_ダート,4,0,0.0
バリアントバイオ,1900_ダート,4,0,0.0
バリアントバイオ,2000_ダート,1,1,1.0
バリアントバイオ,2100_ダート,1,0,0.0
バルサミコ,1200_ダート,2,0,0.0
バルサムノート,1200_芝,4,0,0.0
バルサムノート,1400_ダート,1,0,0.0
バルサムノート,1400_芝,5,1,0.2
バルサムノート,1600_芝,3,0,0.0
バルセシート,2000_芝,1,0,0.0
バルダンツァ,1600_ダート,1,0,0.0
バルダンツァ,1800_ダート,1,0,0.0
バルダンツァ,1900_ダート,1,0,0.0
バルダンツァ,2000_芝,1,0,0.0
バルティカ,1700_ダート,1,0,0.0
バルティカ,1800_芝,3,0,0.0
